Order_ID,Order_Date,Product,Category,Quantity,Unit_Price,Discount_Pct,Total_Price,Cost,Profit,Customer_Type,Region,Sales_Channel,Payment_Method,Order_Status
ORD-0167,2024-12-12,Laptop Stand,Electronics,6,69,15,351.9,210,141.9,Returning,South,Mobile App,Bank Transfer,Returned
ORD-0168,2025-04-13,Denim Jacket,Clothing,2,80,0,160.0,70,90.0,New,North,In-Store,Credit Card,Cancelled
ORD-0169,2025-02-11,Cotton T-Shirt,Clothing,6,25,0,150.0,60,90.0,New,West,In-Store,PayPal,Completed
ORD-0170,2025-03-23,Coffee Maker,Home & Kitchen,6,89,15,453.9,270,183.9,Returning,West,Mobile App,Bank Transfer,Completed
ORD-0171,2024-09-30,Wool Scarf,Clothing,8,29,0,232.0,96,136.0,Returning,North,Mobile App,Credit Card,Completed
ORD-0172,2024-03-22,Resistance Bands,Sports,9,19,5,162.45,72,90.45,Returning,East,Mobile App,Cash,Completed
ORD-0173,2024-12-25,Jump Rope,Sports,3,12,0,36.0,12,24.0,VIP,West,Online,Cash,Completed
ORD-0174,2025-01-07,Business Strategy,Books,1,35,20,28.0,12,16.0,New,South,Online,Bank Transfer,Completed
ORD-0175,2025-01-10,Cotton T-Shirt,Clothing,4,25,0,100.0,40,60.0,VIP,East,In-Store,Credit Card,Completed
ORD-0176,2024-03-19,Wool Scarf,Clothing,6,29,0,174.0,72,102.0,Returning,South,Mobile App,Bank Transfer,Completed
ORD-0177,2025-05-26,Stainless Bottle,Home & Kitchen,2,28,10,50.4,20,30.4,New,West,Mobile App,Cash,Cancelled
ORD-0178,2024-10-19,Bamboo Cutting Board,Home & Kitchen,4,22,0,88.0,32,56.0,New,West,Online,PayPal,Cancelled
ORD-0179,2025-03-31,HDMI Cable 6ft,Electronics,3,18,0,54.0,24,30.0,Returning,North,Mobile App,Cash,Returned
ORD-0180,2024-06-10,Laptop Stand,Electronics,9,69,15,527.85,315,212.85,VIP,South,In-Store,PayPal,Completed
ORD-0181,2024-01-27,Denim Jacket,Clothing,4,80,0,320.0,140,180.0,VIP,East,Mobile App,Cash,Completed
ORD-0182,2024-03-08,Resistance Bands,Sports,10,19,0,190.0,80,110.0,VIP,East,In-Store,Bank Transfer,Completed
ORD-0183,2024-03-16,Machine Learning,Books,10,59,15,501.5,250,251.5,VIP,West,In-Store,Cash,Completed
ORD-0184,2024-05-12,Foam Roller,Sports,3,34,0,102.0,45,57.0,New,West,Mobile App,Credit Card,Completed
ORD-0185,2024-12-20,Running Shoes,Clothing,3,95,10,256.5,90,166.5,Returning,East,Online,PayPal,Returned
ORD-0186,2024-04-05,Water Bottle 1L,Sports,3,15,0,45.0,15,30.0,VIP,South,Mobile App,PayPal,Completed
ORD-0187,2024-02-12,Foam Roller,Sports,6,34,0,204.0,90,114.0,New,North,Online,Cash,Returned
ORD-0188,2024-02-01,Slim Chinos,Clothing,7,55,0,385.0,140,245.0,VIP,West,Mobile App,Cash,Returned
ORD-0189,2025-02-19,Bamboo Cutting Board,Home & Kitchen,4,22,0,88.0,32,56.0,New,East,In-Store,Credit Card,Completed
ORD-0190,2024-12-14,Machine Learning,Books,8,59,0,472.0,200,272.0,VIP,South,In-Store,Cash,Returned
ORD-0191,2024-04-18,Bamboo Cutting Board,Home & Kitchen,3,22,0,66.0,24,42.0,Returning,East,Online,Credit Card,Completed
ORD-0192,2025-01-28,Data Science 101,Books,3,49,15,124.95,60,64.95,New,West,Online,Cash,Completed
ORD-0193,2025-04-23,Stainless Bottle,Home & Kitchen,3,28,0,84.0,30,54.0,Returning,West,In-Store,Credit Card,Completed
ORD-0194,2024-08-08,Cookbook Deluxe,Books,8,42,0,336.0,144,192.0,New,East,Online,Cash,Completed
ORD-0195,2024-04-20,Jump Rope,Sports,5,12,0,60.0,20,40.0,Returning,West,Online,Cash,Cancelled
ORD-0196,2024-07-18,Business Strategy,Books,1,35,0,35.0,12,23.0,Returning,East,Mobile App,Credit Card,Completed
ORD-0197,2024-05-01,Jump Rope,Sports,9,12,25,81.0,36,45.0,Returning,South,Online,Cash,Cancelled
ORD-0198,2024-07-22,LED Desk Lamp,Home & Kitchen,6,45,0,270.0,108,162.0,New,West,Mobile App,Credit Card,Completed
ORD-0199,2024-06-01,Running Shoes,Clothing,8,95,0,760.0,240,520.0,VIP,South,In-Store,Cash,Completed
ORD-0200,2025-05-16,Cookbook Deluxe,Books,5,42,0,210.0,90,120.0,New,East,In-Store,Cash,Completed
ORD-0201,2024-01-28,HDMI Cable 6ft,Electronics,10,18,0,180.0,80,100.0,VIP,West,In-Store,PayPal,Returned
ORD-0202,2025-01-24,Laptop Stand,Electronics,8,69,25,414.0,280,134.0,New,South,Mobile App,Credit Card,Completed
ORD-0203,2025-03-04,Bluetooth Speaker,Electronics,1,79,0,79.0,40,39.0,VIP,South,In-Store,PayPal,Completed
ORD-0204,2024-03-04,Foam Roller,Sports,8,34,0,272.0,120,152.0,New,South,Mobile App,Cash,Returned
ORD-0205,2024-06-26,Cookbook Deluxe,Books,7,42,0,294.0,126,168.0,Returning,West,Mobile App,Cash,Returned
ORD-0206,2024-10-12,LED Desk Lamp,Home & Kitchen,8,45,10,324.0,144,180.0,Returning,East,Online,Cash,Returned
ORD-0207,2024-10-07,Wool Scarf,Clothing,6,29,0,174.0,72,102.0,VIP,East,Online,Bank Transfer,Completed
ORD-0208,2024-12-20,Stainless Bottle,Home & Kitchen,5,28,5,133.0,50,83.0,Returning,West,Mobile App,Bank Transfer,Completed
ORD-0209,2024-10-05,Slim Chinos,Clothing,5,55,0,275.0,100,175.0,VIP,South,Online,PayPal,Completed
ORD-0210,2024-02-23,Laptop Stand,Electronics,4,69,0,276.0,140,136.0,Returning,North,In-Store,Bank Transfer,Completed
ORD-0211,2024-06-10,Cotton T-Shirt,Clothing,9,25,0,225.0,90,135.0,Returning,West,Mobile App,Bank Transfer,Returned
ORD-0212,2024-04-01,Running Shoes,Clothing,6,95,5,541.5,180,361.5,VIP,South,Mobile App,Credit Card,Completed
ORD-0213,2025-02-10,Data Science 101,Books,1,49,0,49.0,20,29.0,VIP,West,Online,Cash,Completed
ORD-0214,2024-12-09,USB-C Hub,Electronics,10,59,0,590.0,300,290.0,VIP,East,In-Store,Bank Transfer,Completed
ORD-0215,2024-12-04,Jump Rope,Sports,5,12,5,57.0,20,37.0,Returning,South,Mobile App,Cash,Returned
ORD-0216,2024-07-16,Cotton T-Shirt,Clothing,6,25,0,150.0,60,90.0,VIP,South,Mobile App,Bank Transfer,Cancelled
ORD-0217,2024-07-08,Cookbook Deluxe,Books,6,42,5,239.4,108,131.4,Returning,South,In-Store,PayPal,Completed
ORD-0218,2024-09-30,Bamboo Cutting Board,Home & Kitchen,4,22,0,88.0,32,56.0,VIP,East,In-Store,Credit Card,Completed
ORD-0219,2025-04-21,Stainless Bottle,Home & Kitchen,1,28,0,28.0,10,18.0,Returning,East,Online,Cash,Returned
ORD-0220,2024-08-12,USB-C Hub,Electronics,6,59,0,354.0,180,174.0,New,South,In-Store,Bank Transfer,Returned
ORD-0221,2025-04-27,Water Bottle 1L,Sports,7,15,0,105.0,35,70.0,VIP,South,Online,Credit Card,Completed
ORD-0222,2024-04-24,Cookbook Deluxe,Books,6,42,25,189.0,108,81.0,VIP,North,Mobile App,PayPal,Completed
ORD-0223,2025-03-28,Resistance Bands,Sports,3,19,0,57.0,24,33.0,New,North,Mobile App,Bank Transfer,Completed
ORD-0224,2025-03-01,Jump Rope,Sports,1,12,0,12.0,4,8.0,New,West,Mobile App,Bank Transfer,Returned
ORD-0225,2024-08-11,Coffee Maker,Home & Kitchen,7,89,5,591.85,315,276.85,Returning,North,Online,Cash,Returned
ORD-0226,2024-03-11,Laptop Stand,Electronics,1,69,0,69.0,35,34.0,Returning,West,Online,Bank Transfer,Completed
ORD-0227,2025-01-26,Wool Scarf,Clothing,6,29,0,174.0,72,102.0,Returning,West,In-Store,Credit Card,Returned
ORD-0228,2025-02-06,Resistance Bands,Sports,6,19,25,85.5,48,37.5,New,South,Mobile App,Credit Card,Cancelled
ORD-0229,2025-03-10,USB-C Hub,Electronics,8,59,0,472.0,240,232.0,New,West,Online,Bank Transfer,Completed
ORD-0230,2024-04-25,Running Shoes,Clothing,4,95,0,380.0,120,260.0,Returning,North,Mobile App,Credit Card,Completed
ORD-0231,2025-04-02,Cotton T-Shirt,Clothing,2,25,0,50.0,20,30.0,VIP,North,Online,Credit Card,Completed
ORD-0232,2024-05-23,Data Science 101,Books,9,49,5,418.95,180,238.95,VIP,East,Online,Cash,Completed
ORD-0233,2024-05-26,Water Bottle 1L,Sports,4,15,0,60.0,20,40.0,Returning,South,In-Store,Cash,Completed
ORD-0234,2025-03-13,Foam Roller,Sports,3,34,0,102.0,45,57.0,Returning,West,Online,Bank Transfer,Cancelled
ORD-0235,2024-11-03,Water Bottle 1L,Sports,7,15,0,105.0,35,70.0,VIP,West,Online,Bank Transfer,Completed
ORD-0236,2024-02-29,Running Shoes,Clothing,3,95,0,285.0,90,195.0,VIP,West,In-Store,PayPal,Completed
ORD-0237,2024-03-21,Running Shoes,Clothing,4,95,0,380.0,120,260.0,New,West,In-Store,PayPal,Completed
ORD-0238,2024-03-15,Bamboo Cutting Board,Home & Kitchen,10,22,0,220.0,80,140.0,VIP,South,Mobile App,PayPal,Completed
ORD-0239,2024-01-16,Running Shoes,Clothing,5,95,0,475.0,150,325.0,VIP,South,Online,Credit Card,Returned
ORD-0240,2025-02-10,Data Science 101,Books,10,49,0,490.0,200,290.0,Returning,South,Mobile App,Cash,Completed
ORD-0241,2025-01-03,Cookbook Deluxe,Books,6,42,0,252.0,108,144.0,New,West,In-Store,Bank Transfer,Cancelled
ORD-0242,2024-02-16,Stainless Bottle,Home & Kitchen,6,28,0,168.0,60,108.0,New,South,Mobile App,Credit Card,Completed
ORD-0243,2024-10-29,Foam Roller,Sports,10,34,0,340.0,150,190.0,Returning,South,Online,PayPal,Completed
ORD-0244,2024-12-11,Resistance Bands,Sports,8,19,0,152.0,64,88.0,VIP,East,In-Store,Bank Transfer,Completed
ORD-0245,2025-05-15,Running Shoes,Clothing,3,95,25,213.75,90,123.75,VIP,South,Mobile App,Credit Card,Completed
ORD-0246,2025-02-26,Wireless Mouse,Electronics,1,49,0,49.0,25,24.0,New,South,Mobile App,Credit Card,Returned
ORD-0247,2025-01-17,Cotton T-Shirt,Clothing,4,25,0,100.0,40,60.0,VIP,North,Mobile App,Bank Transfer,Returned
ORD-0248,2025-02-25,Python Programming,Books,1,39,0,39.0,15,24.0,VIP,North,Online,Cash,Completed
ORD-0249,2025-03-16,Coffee Maker,Home & Kitchen,9,89,0,801.0,405,396.0,New,South,Online,PayPal,Completed
ORD-0250,2024-09-30,Slim Chinos,Clothing,9,55,15,420.75,180,240.75,Returning,West,Online,Bank Transfer,Completed
ORD-0251,2024-02-02,Resistance Bands,Sports,4,19,5,72.2,32,40.2,Returning,North,In-Store,Bank Transfer,Completed
ORD-0252,2024-03-25,Python Programming,Books,1,39,0,39.0,15,24.0,VIP,West,In-Store,Cash,Completed
ORD-0253,2025-05-01,Laptop Stand,Electronics,1,69,25,51.75,35,16.75,New,East,Online,Cash,Completed
ORD-0254,2024-11-18,Yoga Mat,Sports,3,29,0,87.0,36,51.0,VIP,North,Online,PayPal,Cancelled
ORD-0255,2025-02-02,Python Programming,Books,5,39,10,175.5,75,100.5,VIP,East,In-Store,PayPal,Cancelled
ORD-0256,2024-08-25,Laptop Stand,Electronics,6,69,20,331.2,210,121.2,VIP,North,In-Store,Bank Transfer,Cancelled
ORD-0257,2025-04-06,Coffee Maker,Home & Kitchen,5,89,0,445.0,225,220.0,Returning,West,Online,Bank Transfer,Completed
ORD-0258,2024-10-29,Slim Chinos,Clothing,7,55,25,288.75,140,148.75,New,South,Mobile App,Credit Card,Completed
ORD-0259,2024-11-20,Wool Scarf,Clothing,3,29,0,87.0,36,51.0,New,East,Online,Credit Card,Completed
ORD-0260,2024-07-10,Business Strategy,Books,5,35,5,166.25,60,106.25,VIP,West,In-Store,Bank Transfer,Completed
ORD-0261,2024-11-28,Wireless Mouse,Electronics,6,49,0,294.0,150,144.0,Returning,West,Online,Bank Transfer,Completed
ORD-0262,2024-06-22,Laptop Stand,Electronics,4,69,0,276.0,140,136.0,New,West,Online,Cash,Completed
ORD-0263,2024-10-09,Bamboo Cutting Board,Home & Kitchen,3,22,20,52.8,24,28.8,Returning,West,In-Store,Credit Card,Completed
ORD-0264,2024-07-19,Stainless Bottle,Home & Kitchen,8,28,0,224.0,80,144.0,New,West,Online,Cash,Completed
ORD-0265,2024-12-03,Business Strategy,Books,10,35,0,350.0,120,230.0,Returning,West,In-Store,PayPal,Completed
ORD-0266,2024-06-30,LED Desk Lamp,Home & Kitchen,4,45,0,180.0,72,108.0,Returning,West,In-Store,Bank Transfer,Completed
ORD-0267,2025-01-08,Running Shoes,Clothing,7,95,20,532.0,210,322.0,New,North,Mobile App,PayPal,Returned
ORD-0268,2024-08-02,Yoga Mat,Sports,8,29,0,232.0,96,136.0,VIP,West,In-Store,Credit Card,Cancelled
ORD-0269,2024-09-04,Machine Learning,Books,3,59,0,177.0,75,102.0,New,East,Mobile App,Bank Transfer,Cancelled
ORD-0270,2025-05-05,Python Programming,Books,8,39,0,312.0,120,192.0,VIP,West,Mobile App,Bank Transfer,Completed
ORD-0271,2024-03-28,USB-C Hub,Electronics,9,59,0,531.0,270,261.0,VIP,North,Online,Cash,Completed
ORD-0272,2025-02-13,Yoga Mat,Sports,10,29,0,290.0,120,170.0,New,East,In-Store,Credit Card,Completed
ORD-0273,2024-08-14,Stainless Bottle,Home & Kitchen,9,28,0,252.0,90,162.0,Returning,West,In-Store,Bank Transfer,Cancelled
ORD-0274,2024-01-26,Foam Roller,Sports,3,34,0,102.0,45,57.0,Returning,West,Online,Bank Transfer,Completed
ORD-0275,2025-04-11,Bluetooth Speaker,Electronics,6,79,0,474.0,240,234.0,Returning,South,Mobile App,Cash,Completed
ORD-0276,2024-11-03,HDMI Cable 6ft,Electronics,8,18,0,144.0,64,80.0,New,North,Mobile App,Credit Card,Cancelled
ORD-0277,2024-09-06,Coffee Maker,Home & Kitchen,3,89,0,267.0,135,132.0,New,South,Mobile App,Cash,Completed
ORD-0278,2024-07-07,Machine Learning,Books,4,59,0,236.0,100,136.0,VIP,South,Mobile App,Bank Transfer,Completed
ORD-0279,2025-03-15,Laptop Stand,Electronics,4,69,0,276.0,140,136.0,VIP,West,Online,PayPal,Completed
ORD-0280,2024-07-10,Coffee Maker,Home & Kitchen,10,89,25,667.5,450,217.5,New,East,In-Store,Bank Transfer,Completed
ORD-0281,2024-11-16,Bamboo Cutting Board,Home & Kitchen,9,22,0,198.0,72,126.0,Returning,West,Mobile App,Credit Card,Completed
ORD-0282,2024-03-27,Bamboo Cutting Board,Home & Kitchen,10,22,15,187.0,80,107.0,New,South,In-Store,PayPal,Completed
ORD-0283,2025-02-01,Bluetooth Speaker,Electronics,6,79,0,474.0,240,234.0,New,West,Mobile App,Bank Transfer,Completed
ORD-0284,2024-06-26,Wool Scarf,Clothing,9,29,0,261.0,108,153.0,Returning,South,In-Store,PayPal,Completed
ORD-0285,2024-01-10,Bamboo Cutting Board,Home & Kitchen,10,22,15,187.0,80,107.0,New,West,Online,Bank Transfer,Completed
ORD-0286,2025-03-01,Jump Rope,Sports,7,12,0,84.0,28,56.0,New,West,In-Store,Credit Card,Completed
ORD-0287,2024-10-22,Bluetooth Speaker,Electronics,5,79,10,355.5,200,155.5,VIP,South,In-Store,Bank Transfer,Completed
ORD-0288,2025-01-10,Yoga Mat,Sports,10,29,25,217.5,120,97.5,Returning,North,Mobile App,PayPal,Completed
ORD-0289,2024-02-03,Bluetooth Speaker,Electronics,5,79,0,395.0,200,195.0,Returning,West,In-Store,Credit Card,Completed
ORD-0290,2024-12-25,Bluetooth Speaker,Electronics,4,79,0,316.0,160,156.0,VIP,West,Online,PayPal,Cancelled
ORD-0291,2024-10-14,Denim Jacket,Clothing,1,80,0,80.0,35,45.0,VIP,South,In-Store,Cash,Completed
ORD-0292,2024-04-07,Water Bottle 1L,Sports,9,15,0,135.0,45,90.0,New,South,In-Store,Cash,Cancelled
ORD-0293,2024-09-10,Denim Jacket,Clothing,4,80,15,272.0,140,132.0,New,West,In-Store,Cash,Returned
ORD-0294,2025-02-16,Machine Learning,Books,8,59,5,448.4,200,248.4,Returning,East,Mobile App,Bank Transfer,Completed
ORD-0295,2024-04-05,LED Desk Lamp,Home & Kitchen,1,45,0,45.0,18,27.0,VIP,West,Mobile App,Cash,Cancelled
ORD-0296,2024-08-04,Laptop Stand,Electronics,7,69,20,386.4,245,141.4,Returning,West,In-Store,Cash,Completed
ORD-0297,2025-05-11,Foam Roller,Sports,3,34,0,102.0,45,57.0,New,East,Mobile App,Credit Card,Completed
ORD-0298,2024-06-10,Python Programming,Books,2,39,0,78.0,30,48.0,New,West,In-Store,Bank Transfer,Completed
ORD-0299,2024-10-07,Running Shoes,Clothing,3,95,0,285.0,90,195.0,Returning,North,Mobile App,Cash,Completed
ORD-0300,2024-11-08,Stainless Bottle,Home & Kitchen,1,28,0,28.0,10,18.0,VIP,South,In-Store,Credit Card,Returned
ORD-0301,2024-05-15,Wireless Mouse,Electronics,4,49,0,196.0,100,96.0,VIP,South,Mobile App,Bank Transfer,Completed
ORD-0302,2025-03-08,USB-C Hub,Electronics,2,59,0,118.0,60,58.0,New,South,In-Store,PayPal,Completed
ORD-0303,2024-11-02,Wireless Mouse,Electronics,2,49,0,98.0,50,48.0,New,South,In-Store,PayPal,Completed
ORD-0304,2024-06-17,Foam Roller,Sports,1,34,0,34.0,15,19.0,VIP,West,In-Store,PayPal,Returned
ORD-0305,2024-08-10,Wool Scarf,Clothing,10,29,0,290.0,120,170.0,New,North,Online,Credit Card,Completed
ORD-0306,2024-05-23,Business Strategy,Books,7,35,0,245.0,84,161.0,VIP,South,In-Store,Credit Card,Completed
ORD-0307,2024-10-18,Foam Roller,Sports,10,34,0,340.0,150,190.0,Returning,North,Mobile App,PayPal,Completed
ORD-0308,2024-10-29,Foam Roller,Sports,4,34,0,136.0,60,76.0,Returning,North,Online,Bank Transfer,Completed
ORD-0309,2025-01-04,Wool Scarf,Clothing,10,29,5,275.5,120,155.5,Returning,East,Online,Bank Transfer,Completed
ORD-0310,2024-03-15,Resistance Bands,Sports,8,19,0,152.0,64,88.0,New,North,Mobile App,Credit Card,Completed
ORD-0311,2025-02-11,Cotton T-Shirt,Clothing,1,25,0,25.0,10,15.0,VIP,East,Mobile App,Bank Transfer,Completed
ORD-0312,2024-06-05,Python Programming,Books,9,39,0,351.0,135,216.0,Returning,East,Online,Credit Card,Completed
ORD-0313,2024-03-08,Denim Jacket,Clothing,9,80,0,720.0,315,405.0,Returning,East,Mobile App,PayPal,Completed
ORD-0314,2024-02-26,Cotton T-Shirt,Clothing,7,25,25,131.25,70,61.25,VIP,East,Mobile App,PayPal,Completed
ORD-0315,2024-09-22,Bluetooth Speaker,Electronics,1,79,15,67.15,40,27.15,New,South,In-Store,Cash,Returned
ORD-0316,2024-10-05,Wireless Mouse,Electronics,6,49,0,294.0,150,144.0,VIP,North,In-Store,Credit Card,Completed
ORD-0317,2024-06-19,Cookbook Deluxe,Books,6,42,25,189.0,108,81.0,Returning,East,Online,Credit Card,Completed
ORD-0318,2024-09-07,Bluetooth Speaker,Electronics,9,79,5,675.45,360,315.45,Returning,North,In-Store,Bank Transfer,Completed
ORD-0319,2025-03-05,Cotton T-Shirt,Clothing,9,25,0,225.0,90,135.0,New,South,In-Store,Bank Transfer,Returned
ORD-0320,2024-05-02,Chef Knife Set,Home & Kitchen,2,75,0,150.0,60,90.0,New,North,Online,Credit Card,Completed
ORD-0321,2024-11-14,HDMI Cable 6ft,Electronics,5,18,0,90.0,40,50.0,VIP,East,Online,Bank Transfer,Completed
ORD-0322,2024-11-07,Stainless Bottle,Home & Kitchen,5,28,0,140.0,50,90.0,Returning,South,In-Store,Bank Transfer,Cancelled
ORD-0323,2024-01-25,Slim Chinos,Clothing,4,55,20,176.0,80,96.0,Returning,South,Mobile App,Credit Card,Completed
ORD-0324,2024-08-31,HDMI Cable 6ft,Electronics,5,18,25,67.5,40,27.5,New,West,In-Store,PayPal,Returned
ORD-0325,2025-02-26,Coffee Maker,Home & Kitchen,1,89,0,89.0,45,44.0,VIP,East,In-Store,Credit Card,Completed
ORD-0326,2025-02-07,Laptop Stand,Electronics,3,69,0,207.0,105,102.0,VIP,North,Mobile App,Credit Card,Completed
ORD-0327,2025-02-06,Denim Jacket,Clothing,5,80,15,340.0,175,165.0,Returning,East,In-Store,Cash,Completed
ORD-0328,2024-04-21,Bluetooth Speaker,Electronics,3,79,0,237.0,120,117.0,New,South,Online,Bank Transfer,Completed
ORD-0329,2024-07-31,Bamboo Cutting Board,Home & Kitchen,2,22,0,44.0,16,28.0,Returning,West,In-Store,Cash,Cancelled
ORD-0330,2024-11-07,Wireless Mouse,Electronics,3,49,0,147.0,75,72.0,Returning,North,Online,PayPal,Completed
ORD-0331,2024-11-02,Running Shoes,Clothing,7,95,0,665.0,210,455.0,New,East,Online,Bank Transfer,Cancelled
ORD-0332,2024-04-14,Cookbook Deluxe,Books,9,42,20,302.4,162,140.4,New,South,Online,Credit Card,Cancelled
